web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-726","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","15 - 17","Madame Phishères Boudoir Bizzarre","6 Events","Miller's Studio, Zürich (CH)"
"1699912011-727","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Ausverkauft: Roman Nowka's Hot 3 & Stephan Eicher","Mittwoch, 20. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-728","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","PreCollege Musik Jazz/Pop","Mittwoch, 20. Dezember, 20:30","Mehrspur, Zürich (CH)"
"1699912011-729","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26 - 21","Reds","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-730","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","""Shinrin-Yoku Gesundheitstraining"" im Jahreskreis","Donnerstag, 21. Dezember, 15:00","Station SZU Ringlikon, Uitikon (CH)"
"1699912011-731","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Winterzauber","Donnerstag, 21. Dezember, 17:30","GZ Grünau, Zürich (CH)"
"1699912011-732","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 25","Architekturführung «Chipperfield»","3 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-733","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","John Lees' Barclay James Harvest","Donnerstag, 21. Dezember, 19:00","Volkshaus, Zürich (CH)"
"1699912011-734","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Sensu & Friends","Donnerstag, 21. Dezember, 19:00","EXIL, Zürich (CH)"
"1699912011-735","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Tribute to The Beatles - Abbey Road","Donnerstag, 21. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-736","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","eifach mol mache! - Live Comedy Crowdwork Show","Donnerstag, 21. Dezember, 20:00","Labor5, Zürich (CH)"
"1699912011-737","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Beziehungsstatus: improvisiert","Donnerstag, 21. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-738","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Ausverkauft: Roman Nowka's Hot 3 & Stephan Eicher","Donnerstag, 21. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-739","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Theatersport Season Finale im Kanzlei Club: Metzger vs. HDTV","Donnerstag, 21. Dezember, 20:00","Kanzlei Club, Zürich (CH)"
"1699912011-740","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","Cyber Dimension","Donnerstag, 21. Dezember, 22:00","Rote Fabrik Clubraum, Zürich (CH)"
"1699912011-741","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","21","SILK - Thursday's Finest","Donnerstag, 21. Dezember, 22:00","Mascotte Club, Zürich (CH)"
"1699912011-742","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","VFU Business-Lunch in Zürich, 22.12.2023","Freitag, 22. Dezember, 12:00","Tibits / NZZ Bistro, Zürich (CH)"
"1699912011-743","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Der Weihnachtsstern","Freitag, 22. Dezember, 18:00","Urania-Sternwarte Zürich, Zürich (CH)"
"1699912011-744","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","23 - 29","Taxi Driver","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-745","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Ingmar Stadelmann - Kommt ihr klar?","Freitag, 22. Dezember, 19:00","Labor 5, Zürich (CH)"
"1699912011-746","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","30 - 22","TV Live Aufzeichnung Die Sendung des Monats","2 Events","Plaza Zürich, Zürich (CH)"
"1699912011-747","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22 - 13","Sweeney Todd","5 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-748","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","808 Zürich","Freitag, 22. Dezember, 19:00","Dynamo Saal, Zürich (CH)"
"1699912011-749","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Adventskonzert","Freitag, 22. Dezember, 19:30","Ref. Kirche Oerlikon, Zürich (CH)"
"1699912011-750","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Die grosse Weihnachtsgala","Freitag, 22. Dezember, 19:30","Tonhalle Zürich, Zürich (CH)"
"1699912011-751","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","2. Abonnementskonzert 2023/24 mit dem Ensemble Pyramide","Freitag, 22. Dezember, 19:30","Musikschule Konservatorium Zürich, Zürich (CH)"
"1699912011-752","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Charles Dickens - Ein Weihnachtsmärchen","Freitag, 22. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-753","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Der Weihnachtsstern","Freitag, 22. Dezember, 20:00","Urania-Sternwarte Zürich, Zürich (CH)"
"1699912011-754","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Die schönste Wiehnachtsgschichte us de Bärner Wälte","Freitag, 22. Dezember, 20:00","Miller's Studio, Zürich (CH)"
"1699912011-755","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22 - 31","Die Möwe","2 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-756","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Eine Weihnachtsgeschichte","Freitag, 22. Dezember, 20:00","Volkshaus, Zürich (CH)"
"1699912011-757","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","JEZZT - Weihnachtsspezial","Freitag, 22. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-758","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Bachata Workshop mit Gina & Ovidiu","Freitag, 22. Dezember, 20:30","Club Silbando, Zürich (CH)"
"1699912011-759","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","AFRO KIZZ ""CHRISTMAS EDITION"" WITH ""ELLA TARRAXA""","Freitag, 22. Dezember, 21:00","AFRO KIZZ, Zürich (CH)"
"1699912011-760","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Fiesta Bachata","Freitag, 22. Dezember, 21:30","Club Silbando, Zürich (CH)"
"1699912011-761","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Kaufhouse","Freitag, 22. Dezember, 22:00","Kaufleuten Club, Zürich (CH)"
"1699912011-762","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","All White Party","Freitag, 22. Dezember, 22:00","Sektor 11, Zürich (CH)"
"1699912011-763","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","Subset w/ Koven & 1991","Freitag, 22. Dezember, 23:00","MÄX, Zürich (CH)"
"1699912011-764","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","22","TIEMPOLATINO - FELIZ NAVIDAD","Freitag, 22. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-765","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Der Weihnachtsstern","Samstag, 23. Dezember, 18:00","Urania-Sternwarte Zürich, Zürich (CH)"
"1699912011-766","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Der Schweizer Jugendchor singt Bachs h-Moll-Messe","Samstag, 23. Dezember, 18:00","Tonhalle | Grosse Tonhalle, Zürich (CH)"
"1699912011-767","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","19 - 23","Citizen Kane","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-768","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Charles Dickens - Ein Weihnachtsmärchen","Samstag, 23. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-769","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Der Weihnachtsstern","Samstag, 23. Dezember, 20:00","Urania-Sternwarte Zürich, Zürich (CH)"
"1699912011-770","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","eifach mol mache! (Zusatzshow) - Live Comedy Crowdwork Show","Samstag, 23. Dezember, 20:00","Labor5, Zürich (CH)"
"1699912011-771","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Weihnachts-Spezial","Samstag, 23. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-772","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","Oh G! It's Drag! X-Mas Special Edition","Samstag, 23. Dezember, 20:00","Miller's Studio, Zürich (CH)"
"1699912011-773","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","SINGLE PARTY @ SEKTOR 11","Samstag, 23. Dezember, 22:00","Sektor 11 2.0, Zürich (CH)"
"1699912011-774","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","LA NUIT *X-MAS SPECIAL*","Samstag, 23. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-775","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","23","23.12 Redxcentral w/ Act","Samstag, 23. Dezember, 23:00","WUNDERBOX ZH, Zürich (CH)"
"1699912011-776","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 2","SEDNA. Mythos und Wandel in der Arktis.","4 Events","Nordamerika Native Museum NONAM, Zürich (CH)"
"1699912011-777","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 2","Sprachenland Schweiz","6 Events","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-778","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 24","Wege der Kunst","55 Events","Museum Rietberg, Zürich (CH)"
"1699912011-779","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 25","WEIHNACHTSESSEN IM CINQUE STUDIO","2 Events","Five Zürich, Zürich (CH)"
"1699912011-780","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","24","Weihnachtsessen im Cinque Studio","Sonntag, 24. Dezember, 20:00","Restaurant Cinque, Zürich (CH)"
"1699912011-781","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","24","SUNDAYZ *XMAS SPECIAL*","Sonntag, 24. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-782","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","25","Weihnachtsessen im Cinque Studio","Montag, 25. Dezember, 20:00","Restaurant Cinque, Zürich (CH)"
"1699912011-783","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","25","MONTAGS 995 - DUO NIK BÄRTSCH - NICOLAS STOCKER","Montag, 25. Dezember, 20:00","EXIL, Zürich (CH)"
"1699912011-784","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","25","Raumklang 25.12.2023 - X-TRA, Zürich X-MAS Special","Montag, 25. Dezember, 21:00","X-TRA, Zürich (CH)"
"1699912011-785","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","25","X-MAS SPACE","Montag, 25. Dezember, 22:00","Alte Kaserne, Zürich (CH)"
"1699912011-786","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","25","Remember X Mas w. DJ QUICKSILVER","Montag, 25. Dezember, 22:00","Sektor 11, Zürich (CH)"
"1699912011-787","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26 - 26","Schneewittchen Beauty Queen","2 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-788","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","26","luv","Dienstag, 26. Dezember, 14:00","Wunderbox, Zürich (CH)"
"1699912011-789","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24 - 31","Profundo carmesí – Director's Cut","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-790","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26 - 31","Michael Elsener - Alles wird gut - Update zum Jahresende","6 Events","Theater am Hechtplatz, Zürich (CH)"
