web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,location
"1699914567-701","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Mär
					18 - 24
				
			
			
				Schneewittchen und die 7 Zwerge
									71 Events
								Theater am Hechtplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/schneewittchen-und-die-7-zwerge-7125824676207461871.html","Schneewittchen und die 7 Zwerge","Eventgruppe","71 Events","Theater am Hechtplatz, Zürich (CH)"
"1699914567-702","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				BUTOH TANZ INTENSIVE: Embodied Spirituality, Waldhaus
									Samstag, 02. Dezember, 13:00 – Sonntag, 03. Dezember, 14:00
								Waldhaus Lützelflüh, Lützelflüh (CH)","https://eventfrog.ch/de/p/kurse-seminare/musik-tanz/butoh-tanz-intensive-embodied-spirituality-waldhaus-7125535352366815820.html","BUTOH TANZ INTENSIVE: Embodied Spirituality, Waldhaus","","Samstag, 02. Dezember, 13:00 – Sonntag, 03. Dezember, 14:00","Waldhaus Lützelflüh, Lützelflüh (CH)"
"1699914567-703","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 3
				
			
			
				Weihnachtszauber im Schlosshof
									2 Events
								Schloss Thunstetten, Thunstetten (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtszauber-im-schlosshof-7123545730547964091.html","Weihnachtszauber im Schlosshof","Eventgruppe","2 Events","Schloss Thunstetten, Thunstetten (CH)"
"1699914567-704","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				X-Mas Party
									Samstag, 02. Dezember, 13:00
								Talent Campus Bodensee, Kreuzlingen (CH)","https://eventfrog.ch/de/p/party/charts-open-format/x-mas-party-7120415799475419714.html","X-Mas Party","","Samstag, 02. Dezember, 13:00","Talent Campus Bodensee, Kreuzlingen (CH)"
"1699914567-705","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					19 - 17
				
			
			
				Video*kunst
									9 Events
								Kunsthaus Zofingen, Zofingen (CH)","https://eventfrog.ch/de/p/gruppen/video-kunst-7119952161232895375.html","Video*kunst","Eventgruppe","9 Events","Kunsthaus Zofingen, Zofingen (CH)"
"1699914567-706","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Handpan - Schnupperkurs
									Samstag, 02. Dezember, 13:00
								Waisenhausplatz Thun, Thun (CH)","https://eventfrog.ch/de/p/kurse-seminare/freizeit-hobby/handpan-schnupperkurs-7117148737550398996.html","Handpan - Schnupperkurs","","Samstag, 02. Dezember, 13:00","Waisenhausplatz Thun, Thun (CH)"
"1699914567-707","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Mär
					18 - 24
				
			
			
				Zürcher Märchenbühne
									71 Events
								Theater am Hechtplatz, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/zuercher-maerchenbuehne-7120963173130115728.html","Zürcher Märchenbühne","Eventgruppe","71 Events","Theater am Hechtplatz, Zürich (CH)"
"1699914567-708","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 23
				
			
			
				Glückliche Auszeit@mann-o-mann
									3 Events
								mann-o-mann  WO MÄNNER SPIELEN, St. Gallen (CH)","https://eventfrog.ch/de/p/gruppen/glueckliche-auszeit-mann-o-mann-7128881184847642811.html","Glückliche Auszeit@mann-o-mann","Eventgruppe","3 Events","mann-o-mann  WO MÄNNER SPIELEN, St. Gallen (CH)"
"1699914567-709","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Stadtführung - Altstadtrundgang
									Samstag, 02. Dezember, 13:00
								aarau info, Aarau (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/stadtfuehrung/stadtfuehrung-altstadtrundgang-7029119035737255838.html","Stadtführung - Altstadtrundgang","","Samstag, 02. Dezember, 13:00","aarau info, Aarau (CH)"
"1699914567-710","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 21
				
			
			
				Wertvolle Geschenke
									4 Events
								Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/wertvolle-geschenke-7128950447428032113.html","Wertvolle Geschenke","Eventgruppe","4 Events","Landesmuseum Zürich, Zürich (CH)"
"1699914567-711","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					28 - 20
				
			
			
				Dornröschen
									19 Events
								Luzerner Theater, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/dornroeschen-7128740790533052351.html","Dornröschen","Eventgruppe","19 Events","Luzerner Theater, Luzern (CH)"
"1699914567-712","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Erwachsenen-Kinderkurs: Adventsgesteck basteln
									Samstag, 02. Dezember, 13:30
								Gärtnerei van Oordt, Stäfa (CH)","https://eventfrog.ch/de/p/kurse-seminare/freizeit-hobby/erwachsenen-kinderkurs-adventsgesteck-basteln-7117164377828983545.html","Erwachsenen-Kinderkurs: Adventsgesteck basteln","","Samstag, 02. Dezember, 13:30","Gärtnerei van Oordt, Stäfa (CH)"
"1699914567-713","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 23
				
			
			
				Drei Könige sammeln für Kinder und Jugendliche
									7 Events
								Marktgasse, Rheinfelden (CH)","https://eventfrog.ch/de/p/gruppen/drei-koenige-sammeln-fuer-kinder-und-jugendliche-7111300689456739466.html","Drei Könige sammeln für Kinder und Jugendliche","Eventgruppe","7 Events","Marktgasse, Rheinfelden (CH)"
"1699914567-714","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					15 - 31
				
			
			
				D'Schatzinsle
									27 Events
								Bernhard Theater, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/d-schatzinsle-7119965275223441999.html","D'Schatzinsle","Eventgruppe","27 Events","Bernhard Theater, Zürich (CH)"
"1699914567-715","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Never Been Afraid
									Samstag, 02. Dezember, 14:00
								Klimapavillon, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/vortrag/never-been-afraid-7129828634026528596.html","Never Been Afraid","","Samstag, 02. Dezember, 14:00","Klimapavillon, Zürich (CH)"
"1699914567-716","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Kunstmarkt
									Samstag, 02. Dezember, 14:00
								Gleis 21 Kulturhaus Dietikon, Dietikon (CH)","https://eventfrog.ch/de/p/maerkte/kunstmarkt-7129790853216700423.html","Kunstmarkt","","Samstag, 02. Dezember, 14:00","Gleis 21 Kulturhaus Dietikon, Dietikon (CH)"
"1699914567-717","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Jan
					17 - 13
				
			
			
				Feels like...ProtoZone13
									16 Events
								Shedhalle, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/feels-like-protozone13-7128948735313146526.html","Feels like...ProtoZone13","Eventgruppe","16 Events","Shedhalle, Zürich (CH)"
"1699914567-718","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Kleidertausch für Frauen und Divers mit Voranmeldung
									Samstag, 02. Dezember, 14:00
								Planet 5, Zürich (CH)","https://eventfrog.ch/de/p/diverses/kleidertausch-fuer-frauen-und-divers-mit-voranmeldung-7128671058253560599.html","Kleidertausch für Frauen und Divers mit Voranmeldung","","Samstag, 02. Dezember, 14:00","Planet 5, Zürich (CH)"
"1699914567-719","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Künstliche Kunst? – AI, technologische Entwicklungen und die Zukunft der Kunst
									Samstag, 02. Dezember, 14:00
								Kunsthaus Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/kuenstliche-kunst-ai-technologische-entwicklungen-und-die-zukunft-der-kunst-7128587713746257420.html","Künstliche Kunst? – AI, technologische Entwicklungen und die Zukunft der Kunst","","Samstag, 02. Dezember, 14:00","Kunsthaus Zürich, Zürich (CH)"
"1699914567-720","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Kunstmarkt im Mehrspur
									Samstag, 02. Dezember, 14:00
								Mehrspur, Zürich (CH)","https://eventfrog.ch/de/p/diverses/kunstmarkt-im-mehrspur-7127964308307161432.html","Kunstmarkt im Mehrspur","","Samstag, 02. Dezember, 14:00","Mehrspur, Zürich (CH)"
"1699914567-721","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Vernissage: Simon Habicht - Blumen in Oel
									Samstag, 02. Dezember, 14:00
								Galerie Artsimone, Schaffhausen (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/ausstellung/vernissage-simon-habicht-blumen-in-oel-7127282279202677578.html","Vernissage: Simon Habicht - Blumen in Oel","","Samstag, 02. Dezember, 14:00","Galerie Artsimone, Schaffhausen (CH)"
"1699914567-722","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Rondomi.com
									Samstag, 02. Dezember, 14:00
								DenkBar, St.Gallen (CH)","https://eventfrog.ch/de/p/diverses/rondomi-com-7126702476971982928.html","Rondomi.com","","Samstag, 02. Dezember, 14:00","DenkBar, St.Gallen (CH)"
"1699914567-723","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					15 - 2
				
			
			
				Stadtrundgang ""Nächster Halt Paradeplatz""
									6 Events
								Altstadt Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/stadtrundgang-naechster-halt-paradeplatz-6847952656833918400.html","Stadtrundgang ""Nächster Halt Paradeplatz""","Eventgruppe","6 Events","Altstadt Zürich, Zürich (CH)"
"1699914567-724","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				2
			
			
			
				Underground Tour  2.12.23, 14 Uhr
									Samstag, 02. Dezember, 14:00
								Treffpunkt Central, vor dem Eingang der Polybahn, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/stadtfuehrung/underground-tour-2-12-23-14-uhr-7125892347145990588.html","Underground Tour  2.12.23, 14 Uhr","","Samstag, 02. Dezember, 14:00","Treffpunkt Central, vor dem Eingang der Polybahn, Zürich (CH)"
"1699914567-725","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Happy Hour by Trish'
									Samstag, 02. Dezember, 14:00
								Neuchâtel, Neuenburg (CH)","https://eventfrog.ch/de/p/essen-trinken/happy-hour-by-trish-7125523408796728039.html","Happy Hour by Trish'","","Samstag, 02. Dezember, 14:00","Neuchâtel, Neuenburg (CH)"
"1699914567-726","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Ausverkauft
							
							
					Eventgruppe
				
					
		

						
				bis Dez
				2
			
			
			
				Kinderführung
									3 Events
								Sternwarte Urania, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/kinderfuehrungen-6681846270614597708.html","Kinderführung","Eventgruppe","3 Events","Sternwarte Urania, Zürich (CH)"
"1699914567-727","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					22 - 3
				
			
			
				Kerzenziehen Aarburg
									6 Events
								Alte Turnhalle, Aarburg (CH)","https://eventfrog.ch/de/p/gruppen/kerzenziehen-aarburg-7123395130229228896.html","Kerzenziehen Aarburg","Eventgruppe","6 Events","Alte Turnhalle, Aarburg (CH)"
"1699914567-728","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 3
				
			
			
				LWTC presents ""The Addams Family"" musical
									4 Events
								Villa Dreilinden Luzern, Luzern (CH)","https://eventfrog.ch/de/p/gruppen/lwtc-presents-the-addams-family-musical-7120708615267147723.html","LWTC presents ""The Addams Family"" musical","Eventgruppe","4 Events","Villa Dreilinden Luzern, Luzern (CH)"
"1699914567-729","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Mär
				24
			
			
			
				Eisige Zeiten? Von der Seegfrörni zur Gletscherschmelze
									29 Events
								Ortsmuseum Meilen, Meilen (CH)","https://eventfrog.ch/de/p/gruppen/eisige-zeiten-von-der-seegfroerni-zur-gletscherschmelze-7120499187133703388.html","Eisige Zeiten? Von der Seegfrörni zur Gletscherschmelze","Eventgruppe","29 Events","Ortsmuseum Meilen, Meilen (CH)"
"1699914567-730","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				KONTRAST KULTUREVENT
									Samstag, 02. Dezember, 14:00
								HOOD G13, Knutwil (CH)","https://eventfrog.ch/de/p/diverses/kontrast-kulturevent-7117888224207277154.html","KONTRAST KULTUREVENT","","Samstag, 02. Dezember, 14:00","HOOD G13, Knutwil (CH)"
"1699914567-731","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Noël au Château pour les enfants
									Samstag, 02. Dezember, 14:00
								Château de Prangins, Prangins (CH)","https://eventfrog.ch/de/p/diverses/noel-au-chateau-pour-les-enfants-7117842011621654993.html","Noël au Château pour les enfants","","Samstag, 02. Dezember, 14:00","Château de Prangins, Prangins (CH)"
"1699914567-732","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					2 - 3
				
			
			
				Christkindlimarkt in Sargans
									2 Events
								Kirchplatz, Sargans (CH)","https://eventfrog.ch/de/p/gruppen/christkindlimarkt-in-sargans-7116011019831314992.html","Christkindlimarkt in Sargans","Eventgruppe","2 Events","Kirchplatz, Sargans (CH)"
"1699914567-733","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jan
					2 - 7
				
			
			
				Minitheater Hannibal - Schneekönigin
									4 Events
								Miller's Studio, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/minitheater-hannibal-schneekoenigin-7120003434179186060.html","Minitheater Hannibal - Schneekönigin","Eventgruppe","4 Events","Miller's Studio, Zürich (CH)"
"1699914567-734","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Rendez-vous Histoire
									Samstag, 02. Dezember, 14:00
								Château de Prangins, Prangins (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/rendez-vous-histoire-7115073761640912390.html","Rendez-vous Histoire","","Samstag, 02. Dezember, 14:00","Château de Prangins, Prangins (CH)"
"1699914567-735","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Milli und Molli
									Samstag, 02. Dezember, 14:00
								Remise-Bühni Jegenstorf, Jegenstorf (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/milli-und-molli-7113567619131593843.html","Milli und Molli","","Samstag, 02. Dezember, 14:00","Remise-Bühni Jegenstorf, Jegenstorf (CH)"
"1699914567-736","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				31
			
			
			
				A Mile in My Shoes
									21 Events
								Ortsmuseum Zollikon, Zollikon (CH)","https://eventfrog.ch/de/p/gruppen/a-mile-in-my-shoes-7119965895426768905.html","A Mile in My Shoes","Eventgruppe","21 Events","Ortsmuseum Zollikon, Zollikon (CH)"
"1699914567-737","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				2
			
			
			
				Südhang Weinstunde - Geschmacksfindung, Kursteil 2
									Samstag, 02. Dezember, 14:00
								Südhang Studio, Zürich (CH)","https://eventfrog.ch/de/p/essen-trinken/suedhang-weinstunde-geschmacksfindung-kursteil-2-7109867195547468716.html","Südhang Weinstunde - Geschmacksfindung, Kursteil 2","","Samstag, 02. Dezember, 14:00","Südhang Studio, Zürich (CH)"
"1699914567-738","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jun
					2 - 1
				
			
			
				Balboa (Swingdance) Anfängerworkshop
									3 Events
								The Rhythm Rebels, Bern (CH)","https://eventfrog.ch/de/p/gruppen/balboa-swingdance-anfaengerworkshop-7119994019732465380.html","Balboa (Swingdance) Anfängerworkshop","Eventgruppe","3 Events","The Rhythm Rebels, Bern (CH)"
"1699914567-739","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				2
			
			
			
				Eine Einführung in die Anthroposophie Karl Ballmers
									Samstag, 02. Dezember, 14:00
								Bibliothek und Leseraum Lony Morf, Winterthur (CH)","https://eventfrog.ch/de/p/diverses/eine-einfuehrung-in-die-anthroposophie-karl-ballmers-7106955509320613722.html","Eine Einführung in die Anthroposophie Karl Ballmers","","Samstag, 02. Dezember, 14:00","Bibliothek und Leseraum Lony Morf, Winterthur (CH)"
